timestamp,ear,label
1764910052.2031653,0.10819058328772763,not_engaged
1764910052.2674236,0.11396971891971774,not_engaged
1764910052.2939577,0.10575165316900872,not_engaged
1764910052.3322124,0.1289563799819289,not_engaged
1764910052.35424,0.14194864491937578,not_engaged
1764910052.3938694,0.1214179788500856,not_engaged
1764910052.4158452,0.12002353843815419,not_engaged
1764910052.4612215,0.10503557990366044,not_engaged
1764910052.477347,0.11945410644295357,not_engaged
1764910052.524128,0.11111673573909173,not_engaged
1764910052.5534506,0.11835590859488188,not_engaged
1764910052.5883021,0.12326034539432035,not_engaged
1764910052.616094,0.11615193954906636,not_engaged
1764910052.6684794,0.10077085463616484,not_engaged
1764910052.6943371,0.11228603159082563,not_engaged
1764910052.7304358,0.12845557409080452,not_engaged
1764910052.755799,0.12517719238729988,not_engaged
1764910052.7961543,0.12034367356997344,not_engaged
1764910052.8173382,0.12000335376829732,not_engaged
1764910052.861047,0.12018485095926809,not_engaged
1764910052.8799431,0.09228898288641826,not_engaged
1764910052.9238002,0.11126415700867112,not_engaged
1764910052.9407997,0.12206510112364469,not_engaged
1764910052.9887986,0.11823364205182679,not_engaged
1764910053.0198026,0.12271759086926284,not_engaged
1764910053.0672414,0.10887741911108273,not_engaged
1764910053.0966709,0.09730854981004204,not_engaged
1764910053.1323748,0.08856429311786321,not_engaged
1764910053.1586585,0.10301222214203723,not_engaged
1764910053.1966019,0.09438084752053374,not_engaged
1764910053.2211177,0.09174053171420157,not_engaged
1764910053.2607481,0.12373685333551163,not_engaged
1764910053.2833471,0.12999940840581148,not_engaged
1764910053.3242133,0.28923393719593526,not_engaged
1764910053.3440728,0.273819092658912,not_engaged
1764910053.3892992,0.27798320977108293,not_engaged
1764910053.407567,0.28679311916943595,not_engaged
1764910053.469141,0.2802779291270382,not_engaged
1764910053.4992733,0.29244157952626626,not_engaged
1764910053.5316918,0.28731581690000496,not_engaged
1764910053.560132,0.2849977632379244,not_engaged
1764910053.5949244,0.2948410520285961,not_engaged
1764910053.6234431,0.2857108173043034,not_engaged
1764910053.6596508,0.2869721154613176,not_engaged
1764910053.6864212,0.2936927030144797,not_engaged
1764910053.722984,0.2933257478867535,not_engaged
1764910053.7477179,0.2958118569282157,not_engaged
1764910053.7887053,0.2780402508243085,not_engaged
1764910053.8107083,0.2788011713491534,not_engaged
1764910053.869052,0.2880854331943474,not_engaged
1764910053.8886366,0.28660985944358364,not_engaged
1764910053.9335277,0.27123571439703253,not_engaged
1764910053.950525,0.2673207825636238,not_engaged
1764910053.9959452,0.2945367981009452,not_engaged
1764910054.012959,0.2899277745959321,not_engaged
1764910054.061135,0.30159623103978317,not_engaged
1764910054.0907602,0.30159623103978317,not_engaged
1764910054.1235573,0.25599827867039804,not_engaged
1764910054.1537938,0.25599827867039804,not_engaged
1764910054.1872344,0.26478268288559065,not_engaged
1764910054.2155776,0.2598071715281,not_engaged
1764910054.2689795,0.2366452436005223,not_engaged
1764910054.293737,0.24472118577375668,not_engaged
1764910054.3318121,0.22580821237760085,not_engaged
1764910054.3550382,0.230092744352209,not_engaged
1764910054.3961387,0.2630200412023242,not_engaged
1764910054.4174147,0.25279712794699105,not_engaged
1764910054.460078,0.2428219722800285,not_engaged
1764910054.4792037,0.2510954890397916,not_engaged
1764910054.52518,0.22944583272652574,not_engaged
1764910054.5410793,0.2551592240226051,not_engaged
1764910054.589145,0.23174416857793262,not_engaged
1764910054.6191328,0.24636957501286544,not_engaged
1764910054.6537914,0.2469933355652163,not_engaged
1764910054.681003,0.24309645559294485,not_engaged
1764910054.7312567,0.2584523629928729,not_engaged
1764910054.7585533,0.27156298514209215,not_engaged
1764910054.7968256,0.23901307942232658,not_engaged
